Source;Target;Type;Weight;
103;83;Undirected;0.281730032112369
104;105;Undirected;0.256450490048226
104;90;Undirected;0.271485494447259
105;23;Undirected;0.375023723555635
105;90;Undirected;0.357967521429972
106;128;Undirected;0.199596694459062
106;30;Undirected;0.251026246145825
107;105;Undirected;0.244598984866325
107;145;Undirected;0.256123619730978
108;79;Undirected;0.432280857228018
108;126;Undirected;0.355874873514741
109;121;Undirected;0.207182350020111
109;51;Undirected;0.211165155164158
110;129;Undirected;0.187542616660166
111;107;Undirected;0.0881053954341567
112;145;Undirected;0.0632814818084813
113;57;Undirected;0.0440499003687653
114;65;Undirected;0.219445598247370
114;70;Undirected;0.345552854939459
115;69;Undirected;0.192736072354317
115;107;Undirected;0.21410722499663
116;21;Undirected;0.554786524429058
116;51;Undirected;0.391189158075325
117;138;Undirected;0.19024367852181
117;74;Undirected;0.279437533994337
118;116;Undirected;0.280354352130243
118;51;Undirected;0.282720700482858
119;26;Undirected;0.195982472618172
119;70;Undirected;0.251501031582966
120;128;Undirected;0.248066540000569
121;109;Undirected;0.207182350020111
122;116;Undirected;0.0740165688038965
123;30;Undirected;0.154887448803286
124;47;Undirected;0.213134460463096
125;93;Undirected;0.370674532634896
125;127;Undirected;0.403663690983655
126;58;Undirected;0.507411321568176
126;74;Undirected;0.359041471042840
126;108;Undirected;0.355874873514741
126;139;Undirected;0.498086411772555
127;18;Undirected;0.384645167296096
127;125;Undirected;0.403663690983655
128;30;Undirected;0.299017096359266
128;51;Undirected;0.320773823721323
129;9;Undirected;0.840884914678086
129;85;Undirected;0.505162257321659
130;40;Undirected;0.242064044907276
131;115;Undirected;0.00732986590673701
132;21;Undirected;0.276734862882604
132;116;Undirected;0.320262675959536
133;18;Undirected;0.200083750517881
134;79;Undirected;0.217975918943103
135;78;Undirected;0.162774776620971
136;18;Undirected;0.457908835369265
136;100;Undirected;0.358556235459250
137;105;Undirected;0.157209995609621
138;65;Undirected;0.398907253079101
138;74;Undirected;0.287975858992789
139;18;Undirected;0.456608338067218
139;55;Undirected;0.354179664663572
139;126;Undirected;0.498086411772555
140;129;Undirected;0.202204314131799
141;127;Undirected;0.205368588093201
142;29;Undirected;0.088986081532822
143;62;Undirected;0.220788878258157
144;19;Undirected;0.140716068937997
145;40;Undirected;0.267815289123984
145;56;Undirected;0.271734485672047
146;139;Undirected;0.272265593035731
146;18;Undirected;0.326530902028178
147;65;Undirected;0.202748239712859
148;15;Undirected;0.730744165145239
148;126;Undirected;0.276903745679212
149;95;Undirected;0.118749668737083
